ID: 1, Category: car
Time: 10:45:53, Position: (704.0,276.0), Speed: 0.5270462766947299
Time: 10:45:56, Position: (702.5,275.5), Speed: 4.272001872658765
Time: 10:45:58, Position: (694.5,272.5), Speed: 1.2747548783981961
Time: 10:46:00, Position: (697.0,272.0), Speed: 2.5495097567963927
Time: 10:46:03, Position: (689.5,270.5), Speed: 3.020761493398643
Time: 10:46:05, Position: (687.0,276.0), Speed: 3.8078865529319543
Time: 10:46:07, Position: (680.0,279.0), Speed: 1.6770509831248424
Time: 10:46:09, Position: (683.0,280.5), Speed: 3.0
Time: 10:46:12, Position: (674.0,280.5), Speed: 1.0
Time: 10:46:14, Position: (672.0,280.5), Speed: 3.5089172119045497
Time: 10:46:16, Position: (665.0,280.0), Speed: 1.0
Time: 10:46:18, Position: (667.0,280.0), Speed: 2.838231060987734
Time: 10:46:21, Position: (658.5,279.5), Speed: 2.2638462845343543
Time: 10:46:23, Position: (654.0,279.0), Speed: 3.2882366094914763
Time: 10:46:25, Position: (647.5,278.0), Speed: 0.6666666666666666
Time: 10:46:28, Position: (649.5,278.0), Speed: 3.5355339059327378
Time: 10:46:30, Position: (642.5,277.0), Speed: 0.7071067811865476
Time: 10:46:32, Position: (641.5,276.0), Speed: 2.223610677354389
Time: 10:46:35, Position: (635.0,274.5), Speed: 1.5
Time: 10:46:37, Position: (638.0,274.5), Speed: 2.4267032964268394
Time: 10:46:40, Position: (631.0,272.5), Speed: 1.0606601717798212
Time: 10:46:42, Position: (629.5,271.0), Speed: 3.25
Time: 10:46:44, Position: (623.5,268.5), Speed: 1.5206906325745548
Time: 10:46:46, Position: (626.5,268.0), Speed: 2.5873624493766707
Time: 10:46:49, Position: (619.0,266.0), Speed: 1.8200274723201295
Time: 10:46:51, Position: (618.0,262.5), Speed: 2.692582403567252
Time: 10:46:54, Position: (610.5,259.5), Speed: 1.5811388300841898
Time: 10:46:56, Position: (613.5,258.5), Speed: 3.890872509976251
Time: 10:46:59, Position: (602.0,256.5), Speed: 2.7613402542968153
Time: 10:47:01, Position: (596.5,256.0), Speed: 5.024937810560445
Time: 10:47:04, Position: (581.5,254.5), Speed: 0.25
Time: 10:47:06, Position: (581.5,254.0), Speed: 0.011699275151692117
